Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.25     0.00       36     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      3.25     0.00       29     0.00     0.00  bool __gnu_cxx::operator==<Piece* const*, Piece**, std::vector<Piece*, std::allocator<Piece*> > >(__gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > > const&, __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > const&)
  0.00      3.25     0.00       29     0.00     0.00  Piece** std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<Piece*>(Piece* const*, Piece* const*, Piece**)
  0.00      3.25     0.00       29     0.00     0.00  Piece** std::move_backward<Piece**, Piece**>(Piece**, Piece**, Piece**)
  0.00      3.25     0.00       29     0.00     0.00  Piece** std::__copy_move_backward_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**)
  0.00      3.25     0.00       29     0.00     0.00  Piece** std::__copy_move_backward_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**)
  0.00      3.25     0.00       28     0.00     0.00  std::_Vector_base<Piece*, std::allocator<Piece*> >::_M_get_Tp_allocator() const
  0.00      3.25     0.00       28     0.00     0.00  std::vector<Piece*, std::allocator<Piece*> >::max_size() const
  0.00      3.25     0.00       28     0.00     0.00  unsigned long std::allocator_traits<std::allocator<Piece*> >::_S_max_size<std::allocator<Piece*> const, void>(std::allocator<Piece*> const&, int)
  0.00      3.25     0.00       28     0.00     0.00  std::allocator_traits<std::allocator<Piece*> >::max_size(std::allocator<Piece*> const&)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Piece*>(Piece* const*, Piece* const*, Piece**)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::__copy_move_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::__copy_move_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::uninitialized_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::__uninitialized_copy_a<std::move_iterator<Piece**>, Piece**, Piece*>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**, std::allocator<Piece*>&)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::__uninitialized_move_if_noexcept_a<Piece**, Piece**, std::allocator<Piece*> >(Piece**, Piece**, Piece**, std::allocator<Piece*>&)
  0.00      3.25     0.00       21     0.00     0.00  Piece** std::copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**)
  0.00      3.25     0.00       18     0.00     0.00  std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&)
  0.00      3.25     0.00       16     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Piece**>(Piece**, Piece**)
  0.00      3.25     0.00       16     0.00     0.00  std::_Vector_base<Piece*, std::allocator<Piece*> >::_M_deallocate(Piece**, unsigned long)
  0.00      3.25     0.00       16     0.00     0.00  void std::_Destroy<Piece**>(Piece**, Piece**)
  0.00      3.25     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<Piece*>::deallocate(Piece**, unsigned long)
  0.00      3.25     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<Piece*>::allocate(unsigned long, void const*)
  0.00      3.25     0.00       14     0.00     0.00  std::vector<Piece*, std::allocator<Piece*> >::_M_check_len(unsigned long, char const*) const
  0.00      3.25     0.00       14     0.00     0.00  std::_Vector_base<Piece*, std::allocator<Piece*> >::_M_allocate(unsigned long)
  0.00      3.25     0.00       14     0.00     0.00  std::allocator_traits<std::allocator<Piece*> >::deallocate(std::allocator<Piece*>&, Piece**, unsigned long)
  0.00      3.25     0.00       14     0.00     0.00  std::allocator_traits<std::allocator<Piece*> >::allocate(std::allocator<Piece*>&, unsigned long)
  0.00      3.25     0.00       12     0.00     0.00  std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
  0.00      3.25     0.00        9     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator()
  0.00      3.25     0.00        8     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const
  0.00      3.25     0.00        8     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&)
  0.00      3.25     0.00        7     0.00     0.00  __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >::difference_type __gnu_cxx::operator-<Piece**, std::vector<Piece*, std::allocator<Piece*> > >(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > const&, __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > const&)
  0.00      3.25     0.00        7     0.00     0.00  void std::vector<Piece*, std::allocator<Piece*> >::_M_emplace_back_aux<Piece* const&>(Piece* const&)
  0.00      3.25     0.00        6     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&)
  0.00      3.25     0.00        6     0.00     0.00  void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  0.00      3.25     0.00        6     0.00     0.00  void std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&)
  0.00      3.25     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&)
  0.00      3.25     0.00        6     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*)
  0.00      3.25     0.00        5     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const
  0.00      3.25     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator()
  0.00      3.25     0.00        4     0.00     0.00  std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const
  0.00      3.25     0.00        4     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::~allocator()
  0.00      3.25     0.00        4     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      3.25     0.00        4     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      3.25     0.00        4     0.00     0.00  std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*)
  0.00      3.25     0.00        4     0.00     0.00  std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >*, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*)
  0.00      3.25     0.00        4     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      3.25     0.00        4     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      3.25     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const
  0.00      3.25     0.00        3     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const
  0.00      3.25     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      3.25     0.00        3     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      3.25     0.00        3     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base()
  0.00      3.25     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      3.25     0.00        3     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin()
  0.00      3.25     0.00        3     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
  0.00      3.25     0.00        3     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      3.25     0.00        3     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      3.25     0.00        2     0.00     0.00  Table::Table(int, int)
  0.00      3.25     0.00        2     0.00     0.00  Table::~Table()
  0.00      3.25     0.00        2     0.00     0.00  Chrono::Chrono(float, std::string)
  0.00      3.25     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Piece*>::new_allocator()
  0.00      3.25     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Piece*>::~new_allocator()
  0.00      3.25     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator()
  0.00      3.25     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.25     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const
  0.00      3.25     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator+(long) const
  0.00      3.25     0.00        2     0.00     0.00  std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      3.25     0.00        2     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const
  0.00      3.25     0.00        2     0.00     0.00  std::allocator<Piece*>::allocator()
  0.00      3.25     0.00        2     0.00     0.00  std::allocator<Piece*>::~allocator()
  0.00      3.25     0.00        2     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.25     0.00        2     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator()
  0.00      3.25     0.00        2     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      3.25     0.00        2     0.00     0.00  std::_Vector_base<Piece*, std::allocator<Piece*> >::_Vector_impl::_Vector_impl()
  0.00      3.25     0.00        2     0.00     0.00  std::_Vector_base<Piece*, std::allocator<Piece*> >::_Vector_impl::~_Vector_impl()
  0.00      3.25     0.00        2     0.00     0.00  std::_Vector_base<Piece*, std::allocator<Piece*> >::_Vector_base()
  0.00      3.25     0.00        2     0.00     0.00  std::_Vector_base<Piece*, std::allocator<Piece*> >::~_Vector_base()
  0.00      3.25     0.00        2     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&)
  0.00      3.25     0.00        2     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      3.25     0.00        2     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base()
  0.00      3.25     0.00        2     0.00     0.00  unsigned long std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size<std::allocator<std::vector<int, std::allocator<int> > > const, void>(std::allocator<std::vector<int, std::allocator<int> > > const&, int)
  0.00      3.25     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.25     0.00        2     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*)
  0.00      3.25     0.00        2     0.00     0.00  int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      3.25     0.00        2     0.00     0.00  std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_point()
